label,run_id,total,emeralds,tomatoes,trades,params_json
v39_rand_10,v39-sweep-13,15568.0,7723.0,7845.0,733,"{""ALPHA_BLEND_WEIGHT"": 0.16, ""ALPHA_EDGE_SCALE"": 1.42, ""BASE_QUOTE_EDGE"": 2.82, ""BASE_TAKE_EDGE"": 0.78, ""FAIR_ALPHA_WEIGHT"": 0.18, ""RANGE_RESERVATION_BIAS"": 0.32}"
v39_rand_26,v39-sweep-29,15568.0,7723.0,7845.0,749,"{""ALPHA_BLEND_WEIGHT"": 0.28, ""ALPHA_EDGE_SCALE"": 1.5, ""BASE_QUOTE_EDGE"": 2.82, ""BASE_TAKE_EDGE"": 0.82, ""FAIR_ALPHA_WEIGHT"": 0.3, ""RANGE_RESERVATION_BIAS"": 0.32}"
v39_rand_28,v39-sweep-31,15567.0,7723.0,7844.0,750,"{""ALPHA_BLEND_WEIGHT"": 0.1, ""ALPHA_EDGE_SCALE"": 1.34, ""BASE_QUOTE_EDGE"": 2.96, ""BASE_TAKE_EDGE"": 0.82, ""FAIR_ALPHA_WEIGHT"": 0.36, ""RANGE_RESERVATION_BIAS"": 0.32}"
v39_rand_04,v39-sweep-07,15565.0,7723.0,7842.0,743,"{""ALPHA_BLEND_WEIGHT"": 0.1, ""ALPHA_EDGE_SCALE"": 1.42, ""BASE_QUOTE_EDGE"": 2.68, ""BASE_TAKE_EDGE"": 0.78, ""FAIR_ALPHA_WEIGHT"": 0.36, ""RANGE_RESERVATION_BIAS"": 0.27}"
v39_rand_22,v39-sweep-25,15561.0,7723.0,7838.0,716,"{""ALPHA_BLEND_WEIGHT"": 0.16, ""ALPHA_EDGE_SCALE"": 1.34, ""BASE_QUOTE_EDGE"": 2.82, ""BASE_TAKE_EDGE"": 0.82, ""FAIR_ALPHA_WEIGHT"": 0.24, ""RANGE_RESERVATION_BIAS"": 0.27}"
v39_rand_20,v39-sweep-23,15532.0,7723.0,7809.0,741,"{""ALPHA_BLEND_WEIGHT"": 0.16, ""ALPHA_EDGE_SCALE"": 1.42, ""BASE_QUOTE_EDGE"": 2.68, ""BASE_TAKE_EDGE"": 0.82, ""FAIR_ALPHA_WEIGHT"": 0.3, ""RANGE_RESERVATION_BIAS"": 0.32}"
v39_rand_42,v39-sweep-45,15532.0,7723.0,7809.0,741,"{""ALPHA_BLEND_WEIGHT"": 0.1, ""ALPHA_EDGE_SCALE"": 1.42, ""BASE_QUOTE_EDGE"": 2.82, ""BASE_TAKE_EDGE"": 0.86, ""FAIR_ALPHA_WEIGHT"": 0.3, ""RANGE_RESERVATION_BIAS"": 0.32}"
v39_rand_46,v39-sweep-49,15515.0,7723.0,7792.0,742,"{""ALPHA_BLEND_WEIGHT"": 0.1, ""ALPHA_EDGE_SCALE"": 1.42, ""BASE_QUOTE_EDGE"": 2.96, ""BASE_TAKE_EDGE"": 0.86, ""FAIR_ALPHA_WEIGHT"": 0.24, ""RANGE_RESERVATION_BIAS"": 0.32}"
v39_rand_43,v39-sweep-46,15509.0,7723.0,7786.0,751,"{""ALPHA_BLEND_WEIGHT"": 0.16, ""ALPHA_EDGE_SCALE"": 1.42, ""BASE_QUOTE_EDGE"": 2.82, ""BASE_TAKE_EDGE"": 0.86, ""FAIR_ALPHA_WEIGHT"": 0.36, ""RANGE_RESERVATION_BIAS"": 0.32}"
v39_rand_24,v39-sweep-27,15493.0,7723.0,7770.0,738,"{""ALPHA_BLEND_WEIGHT"": 0.1, ""ALPHA_EDGE_SCALE"": 1.5, ""BASE_QUOTE_EDGE"": 2.82, ""BASE_TAKE_EDGE"": 0.82, ""FAIR_ALPHA_WEIGHT"": 0.24, ""RANGE_RESERVATION_BIAS"": 0.27}"
v39_rand_34,v39-sweep-37,15493.0,7723.0,7770.0,738,"{""ALPHA_BLEND_WEIGHT"": 0.1, ""ALPHA_EDGE_SCALE"": 1.5, ""BASE_QUOTE_EDGE"": 2.96, ""BASE_TAKE_EDGE"": 0.82, ""FAIR_ALPHA_WEIGHT"": 0.24, ""RANGE_RESERVATION_BIAS"": 0.27}"
safer_alpha_lighter,v39-sweep-02,15454.0,7723.0,7731.0,714,"{""ALPHA_BLEND_WEIGHT"": 0.16, ""ALPHA_EDGE_SCALE"": 1.4153631, ""BASE_QUOTE_EDGE"": 2.9, ""BASE_TAKE_EDGE"": 0.86, ""FAIR_ALPHA_WEIGHT"": 0.24, ""RANGE_RESERVATION_BIAS"": 0.26486122}"
v39_rand_01,v39-sweep-04,15450.0,7723.0,7727.0,751,"{""ALPHA_BLEND_WEIGHT"": 0.1, ""ALPHA_EDGE_SCALE"": 1.34, ""BASE_QUOTE_EDGE"": 2.68, ""BASE_TAKE_EDGE"": 0.78, ""FAIR_ALPHA_WEIGHT"": 0.3, ""RANGE_RESERVATION_BIAS"": 0.32}"
baseline_v39,v39-sweep-01,15339.0,7723.0,7616.0,737,"{""ALPHA_BLEND_WEIGHT"": 0.22, ""ALPHA_EDGE_SCALE"": 1.4153631, ""BASE_QUOTE_EDGE"": 2.75, ""BASE_TAKE_EDGE"": 0.8, ""FAIR_ALPHA_WEIGHT"": 0.35, ""RANGE_RESERVATION_BIAS"": 0.26486122}"
