candidate_id,iteration,rank,objective,total,tomatoes_total,min_day_total,avg_inventory,inventory_penalty,BASE_TAKE_EDGE,BASE_QUOTE_EDGE,INVENTORY_SKEW,SOFT_LIMIT_RATIO,TREND_EDGE_THRESHOLD,TREND_IMBALANCE_THRESHOLD,TOXIC_SPREAD_THRESHOLD,GAMMA_RANGE,GAMMA_TREND,GAMMA_VOLATILE,RESERVATION_SCALE,ALPHA_EDGE_SCALE,ALPHA_IMBALANCE_SCALE,POSITION_BIAS_DIVISOR,TREND_FAIR_BONUS,TREND_ENTRY_TAKE_BONUS,TREND_HOLD_EXIT_BONUS,STRONG_TREND_HOLD_EXIT_BONUS
v29_4-cmaes-phase2-it00-cand09,0,10,31371.522249999998,28577.0,13942.0,14264.0,11.65555,58.27775,1.1736738672497264,2.625582771639334,0.021540040668886363,0.611763049134995,1.1457443659710638,0.10753688954947907,14.391393371340664,0.2991391842910868,0.1432639803009499,0.4054218454463797,0.11679876135895575,1.0211528207176552,1.0897964421637532,10.957102669411093,0.26674967683618717,3.1607890397204077,0.5215675719500183,0.852242961752586
v29_4-cmaes-phase2-it00-cand08,0,11,30257.16475,27597.5,13826.5,13596.5,11.92705,59.63525,1.3106552526607727,3.1148397367293903,0.015,0.6100499385232845,1.0302337322601995,0.10818703354203865,14.358054736915394,0.3176400657499339,0.10416057142184579,0.33386643962176266,0.1703728128038323,1.0588417662191414,1.1278283910846019,12.878321700268977,0.26058184312286314,3.5654509532206413,0.5115325762149486,0.8170210704860569
v29_4-cmaes-phase2-it00-cand11,0,12,30210.7785,27553.5,13782.5,13572.5,11.444299999999998,57.22149999999999,1.088088621725371,2.8389635225133647,0.015,0.6053753905714866,1.1987900257997066,0.11952295931780395,14.931212476151941,0.2566950376584491,0.15696247916533368,0.2829165851698423,0.14236750756577193,1.024240976724017,0.9789422170895197,12.040392661321013,0.2535504550326666,2.096229121381988,0.5028541153784513,0.8977203369193829
v29_4-cmaes-phase2-it01-cand02,1,1,31663.1685,28845.0,13954.0,14372.0,11.2463,56.2315,1.1318574657058669,2.982836460016394,0.02577964548832661,0.7160450219684765,1.203784676568587,0.14935775166356852,14.690572802216176,0.3637652333903355,0.1796322310771673,0.35534599896182884,0.14161408753459082,1.0594374551086894,1.1119936082444262,12.540504628709284,0.342429137790747,3.017519283655585,0.44762022255962197,0.9483853395330305
v29_4-cmaes-phase2-it01-cand04,1,2,31644.19,28828.5,13937.5,14362.5,11.362,56.81,1.0624994443712668,2.652749472730642,0.036956163225352445,0.6286923392400806,1.1284256158149744,0.13996112071095845,14.438639351077262,0.33205414905152975,0.10569335859596471,0.37008872376208723,0.11742523628840307,1.0064847604190945,1.087682702881502,11.595209630521687,0.28315800321005685,1.7783464737657753,0.65216164394245,0.8931582412450864
v29_4-cmaes-phase2-it01-cand09,1,3,31562.355750000002,28768.5,13941.5,14263.5,11.76885,58.84425,1.1702956605237107,3.012452790323275,0.02285711015449935,0.6350180764954727,1.1841096586188316,0.11446714407849873,15.079006989359597,0.2840162963867608,0.17865735996142565,0.33773852657303577,0.1138861125741345,1.0127464863545927,1.262965017549248,13.286758086997327,0.2391036586324172,2.6406313616086243,0.4444171802708892,0.898686055977723
v29_4-cmaes-phase2-it01-cand07,1,4,31538.325,28722.0,13863.0,14359.0,11.094999999999999,55.474999999999994,1.224913898850083,3.4,0.030175123355916968,0.6275696016960776,1.213848464645614,0.1441938674885978,14.432714622017585,0.37962425585850856,0.14328860466194707,0.30935144490673144,0.15277234156541264,1.088038592909867,1.106757010549145,11.966890582054747,0.2607293914019035,2.854993378479016,0.5085389551446229,0.9757326014557495
v29_4-cmaes-phase2-it01-cand06,1,5,31521.503,28741.5,13850.5,14167.5,10.6994,53.497,1.1056650365084917,2.8600546954100445,0.02553084536581599,0.7280623450775116,1.2432599642837796,0.13472060809192987,14.56643877467823,0.37382754251600714,0.11499979282394897,0.263935295314317,0.1636419889997869,1.0643553583661254,1.0999361555456457,12.206093865311393,0.2793582340075353,2.261547712450084,0.4370807723940708,0.8469199351814739
v29_4-cmaes-phase2-it01-cand00,1,6,31514.7785,28730.5,13839.5,14207.5,11.444299999999998,57.22149999999999,1.1153367673085464,2.734987044800222,0.03311779401493714,0.6816706050885596,1.129390068858947,0.06,14.815117258447643,0.35809183431599023,0.15111439200376672,0.4511802392833271,0.12981344958101537,1.0427373909698732,1.0649295554728468,12.710737863580055,0.2600734685697219,3.320057178167927,0.6319749367597751,1.0035932050606144
v29_4-cmaes-phase2-it01-cand05,1,7,31399.414,28613.5,13722.5,14206.5,11.077200000000001,55.38600000000001,1.1265601079742233,3.1440404079274873,0.02931966979852728,0.6696189346420539,1.1211500723044157,0.09108654012936192,14.848592161566682,0.36596513570435335,0.13354094079798962,0.4046674125797276,0.15279956522130944,1.0154391230644662,1.1274563827559874,11.879786473653482,0.26892119679076093,3.95734765379982,0.4034836775857181,1.0887863544675462
v29_4-cmaes-phase2-it01-cand01,1,8,31353.307500000003,28569.5,13678.5,14204.5,11.4185,57.0925,1.2165540071476943,2.8682532474775395,0.029679482749159478,0.686267102580654,1.0670856335873602,0.1400255780693844,15.153666041683971,0.4033244145051553,0.12142846954344513,0.2618761388022553,0.17324925060869786,1.0319772762862773,1.0722767190047666,13.637229586843219,0.3146495043901139,3.3443720192943385,0.4399424273628851,1.012225781170951
v29_4-cmaes-phase2-it01-cand08,1,9,31244.093,28467.0,13640.0,14160.0,10.9814,54.907000000000004,1.2326591014888666,2.8421583230030847,0.023006004594490002,0.6304535895682581,1.2458313844987268,0.14659857079645897,14.762720240123269,0.3586642885624926,0.12219444409521418,0.43101228128894364,0.17591849871317422,1.0896819787485899,1.1891918328788582,11.827430127029652,0.23084528018955122,3.949077629982425,0.5550699997912192,0.9249127314215901
v29_4-cmaes-phase2-it01-cand10,1,10,30974.408,28220.0,13681.0,14056.0,11.3584,56.792,1.043420163861005,2.7002673744096484,0.01703392428320924,0.6490985503699931,1.2774661626461705,0.12101865565303742,14.754131322869824,0.35403302636793343,0.14292376901255727,0.40255343454920645,0.1275291622181896,1.0884008659893327,1.0013408865718432,13.348449729283802,0.2671325447907651,4.004204352676948,0.40711352152181907,0.7717841604688904
v29_4-cmaes-phase2-it01-cand11,1,11,30489.01025,27809.0,13910.0,13701.0,12.037949999999999,60.18974999999999,1.3478007542505768,2.9862963649506176,0.015,0.6562085517524814,1.0950309025060385,0.11697992818196568,13.96667149488667,0.3106601379603868,0.15771430839586653,0.3772746462656085,0.12869808939090033,1.0396126934191683,1.081586653462054,13.049939958119642,0.20260454210259218,3.296108478757903,0.5031679325061905,0.9267806753183788
v29_4-cmaes-phase2-it01-cand03,1,12,30340.7585,27652.5,13753.5,13720.5,11.1683,55.8415,1.2352633301289944,2.850885128875207,0.015666209837648045,0.6516065954262369,1.1875539809364544,0.1613421630586231,14.589636870264684,0.357592564413024,0.1182053770678036,0.3530228761155318,0.1673894739933662,1.0497780717845289,1.186710597857163,12.731900524024487,0.26968275244148565,2.3471645325099466,0.494498848852467,0.8912249661393222
v29_4-cmaes-phase2-it02-cand07,2,1,31897.77025,29088.5,14197.5,14319.5,10.92595,54.62975,1.178002641956079,2.9164091467640345,0.03289229913595411,0.6357999831736845,1.2192171528276698,0.14151050420649708,15.102718870151854,0.35084701213636366,0.18,0.2565519775515484,0.150121529371951,1.0323468539018212,1.1571295249804827,13.297642557099739,0.23764162511241868,3.2475093338649113,0.5581506510344515,0.8160361784243344
v29_4-cmaes-phase2-it02-cand06,2,2,31838.37025,29032.5,14141.5,14302.5,10.92595,54.62975,1.246342173880558,3.1728271184322496,0.029489245191299626,0.6646800792851248,1.057449817699051,0.09972049838963194,14.899858996128236,0.2992744587142351,0.18,0.3451948614654573,0.15309821778818844,1.0494126758599207,1.0620536779142042,11.640354133792563,0.2603212019234885,2.890699002389431,0.6155867103620972,0.9276269798952483
v29_4-cmaes-phase2-it02-cand01,2,3,31689.980750000002,28907.0,14112.0,14192.0,11.08385,55.41925,1.1605651790346678,2.689198874006456,0.019442128993341155,0.6833350677629835,1.033932473246586,0.1483891047646824,14.746978950267117,0.3561682430936567,0.17260397694613572,0.38813499010462965,0.13297271406390415,1.040756555809176,1.0968305804054832,13.68472438269874,0.22994779955270728,2.7025309601733487,0.4800616185924336,0.9147785396164108
v29_4-cmaes-phase2-it02-cand05,2,4,31576.84675,28770.0,13879.0,14317.0,11.310649999999999,56.55324999999999,1.149892026560301,2.727997765958511,0.02774470976554413,0.6233210122893766,1.1112183287218929,0.11551402079412436,14.875369831229108,0.37011086230994017,0.1411125341265237,0.3432962662934608,0.15144022255066192,1.0507470650594495,1.0700974650234414,13.095401195401713,0.23876502530621538,2.637768872124267,0.392422955485566,1.0907326748793498
v29_4-cmaes-phase2-it02-cand04,2,5,31563.206749999998,28776.5,13885.5,14230.5,11.87865,59.39325,1.2342890638189694,2.6306864614303866,0.038081738453423164,0.6458292188946555,1.1307257965105304,0.1569749049254088,14.514513309453548,0.30549971257344877,0.1139740345550973,0.31048491404668666,0.1415645579972757,1.0134258052531018,1.1240006062480352,13.176041541274966,0.21329977225949706,2.20772447041736,0.56334975975366,0.8055955211566138
v29_4-cmaes-phase2-it02-cand03,2,6,31506.95575,28718.5,13891.5,14236.5,11.76885,58.84425,1.231291292286921,3.0059858866627844,0.024219589247338535,0.6394583459113881,1.2082619508326562,0.11388483126273151,14.457211864698994,0.3434430048722199,0.11590262046269995,0.3338412267809793,0.11555047884536807,1.0724059092597413,1.1026687682961607,12.842630396919983,0.2563449286193566,2.7768249158807015,0.6330201798382642,1.0004210849107902
v29_4-cmaes-phase2-it02-cand10,2,7,31444.09625,28660.5,13769.5,14207.5,11.580749999999998,57.90374999999999,1.1597780845203007,2.688414539045843,0.027680570086089484,0.6269847800288638,1.2908189733296498,0.151400277377855,15.306626114947003,0.354193520368329,0.13802642387056654,0.36492197917018054,0.144896484264052,1.0690168143847918,1.1594732141600304,13.110313713863015,0.2599965759207091,2.2777512651784315,0.5720635429228401,1.025128682611047
v29_4-cmaes-phase2-it02-cand00,2,8,31428.614,28639.5,13748.5,14222.5,11.077200000000001,55.38600000000001,1.1220726403750672,3.089361137585522,0.029727208371789923,0.6650399148169212,1.181987092258462,0.12497137847712887,14.648389216300123,0.3616551647693518,0.12251521954392948,0.3988637612092612,0.18029608771134153,1.0600400563567602,1.0500493920356693,13.100029774533688,0.2262851650431989,3.056388799252705,0.5644572947191698,0.9810723870176025
v29_4-cmaes-phase2-it02-cand09,2,9,31391.9975,28612.5,13721.5,14197.5,12.000499999999999,60.0025,1.190812807758727,2.6249657506248627,0.02847663133133657,0.6734761486291019,1.2423201915190205,0.1309007259781182,14.396743983527946,0.30715518493210553,0.1721959380620641,0.40739574966473885,0.1380480984504976,0.9856470351954997,1.0980817574050665,12.21464885641843,0.2659561901143383,2.929462653098953,0.5506021574495467,1.0194835533658193
v29_4-cmaes-phase2-it02-cand08,2,10,31286.93,28505.5,13646.5,14182.5,11.014,55.06999999999999,1.1633592456123416,3.0468824643750647,0.026759291928847836,0.6810199864685824,1.1799271361987465,0.12490164238975053,14.37151886766608,0.352186485519854,0.15224958957082182,0.3702350495696563,0.1535931051347349,1.0895044735607027,1.1989252845450424,11.915074887631684,0.23365885538923978,2.6634458364956313,0.6679370719267586,1.0567671128841425
v29_4-cmaes-phase2-it02-cand11,2,11,31224.56725,28442.0,13615.0,14190.0,11.086549999999999,55.43275,1.3100663916501227,2.826308066342092,0.02546926162332445,0.6100003240248167,1.1067078199705964,0.11791703602595936,14.633866372320428,0.40596446659861163,0.18,0.3074730492064862,0.19017780585794758,1.0440934592988687,1.1725978057163684,14.027911222595602,0.24762289141999638,3.5588071690033076,0.5511400960259717,0.912895741760574
v29_4-cmaes-phase2-it02-cand02,2,12,30135.103000000003,27452.5,13777.5,13689.5,11.0594,55.297,0.9221190954019738,3.038014648763614,0.015,0.5844872574578507,1.1106963454674021,0.1459342366579462,14.925918311787637,0.33139064579934185,0.157735293625596,0.3419157540934004,0.13533081207412587,1.1020289225839506,1.1413961462541293,11.858678504705694,0.294795897805733,3.1095753989393873,0.5771967323647058,0.9369416226333598
v29_4-cmaes-phase2-it03-cand05,3,1,31819.97025,29012.5,14185.5,14310.5,10.92595,54.62975,1.1878521624423308,2.6231512382778748,0.02364212829585358,0.6413657333659236,1.259319547962302,0.10521347801823824,15.008561787231864,0.33354579669104334,0.17152319198322877,0.32356041722050644,0.15610359594734724,1.0268284962039176,1.1200179832325172,13.044668920994315,0.2530768475186741,2.797415845654828,0.5265563180056702,0.8839607260322372
v29_4-cmaes-phase2-it03-cand02,3,2,31748.273500000003,28962.5,14071.5,14214.5,11.4253,57.1265,1.263991606664595,3.201450068682303,0.04213838128943559,0.6775705006011932,1.018540219147003,0.12841098395988063,14.493100657842593,0.36231979374729634,0.12758168280949006,0.3124365180174766,0.1324433612963969,1.0001645574374554,1.189326908280941,12.406637002784423,0.2892864664713129,2.8708314321870874,0.5700677468439371,0.9240711917855814
v29_4-cmaes-phase2-it03-cand03,3,3,31693.993000000002,28885.5,13994.5,14319.5,11.0814,55.407000000000004,1.1737184825914349,2.9440731114919862,0.03131601119496114,0.6401806244534035,1.237258792149939,0.12233537907030471,14.397949040200606,0.2944019931123801,0.10277311738254008,0.3698183807691756,0.14939808597881446,1.0560546797515387,1.1426723361769469,12.735707187617646,0.22776191531761594,3.527160962063584,0.4013513258009446,0.9173575856843447
v29_4-cmaes-phase2-it03-cand08,3,4,31657.75575,28862.5,13971.5,14270.5,11.76885,58.84425,1.1134062943301037,2.867545276451184,0.029045443830564767,0.7231028050755595,1.3294597685640355,0.14370481263526866,14.90782184657861,0.31906062410884795,0.13422844752390797,0.3723472862016096,0.12982474550364337,1.027091154024452,1.1882902782198694,14.756990447247997,0.2812592500396515,2.1012041045869134,0.4969784089129927,0.7956222605550691
v29_4-cmaes-phase2-it03-cand04,3,5,31609.36475,28816.5,13925.5,14262.5,11.92705,59.63525,1.167134295657675,3.0614002473581436,0.033255195971411064,0.6425226886261808,1.222453771655332,0.100425858033142,14.797951409561175,0.3650246343692631,0.16033725214434796,0.26638299263691,0.1318412242400325,1.0286015625758178,1.1526616490147883,14.187132515921329,0.26061667108772746,2.853222839764827,0.6018343369301897,0.8298166146467308
v29_4-cmaes-phase2-it03-cand01,3,6,31608.0945,28802.5,13911.5,14306.5,11.1411,55.7055,1.2056188609367138,2.5468137045305226,0.032953402685715,0.7121979996294776,1.056196096855333,0.12731587632594138,14.67981161156019,0.36157331250200847,0.146651548883141,0.3627624192372567,0.14508374014348088,1.0488372363650516,1.0336510745403305,12.187137943506288,0.2292074657118491,2.2001359518810615,0.5324580528946788,0.8917735870019858
v29_4-cmaes-phase2-it03-cand00,3,7,31545.95575,28757.5,13898.5,14236.5,11.76885,58.84425,1.179259536493558,3.4,0.030014995591684645,0.6315766924910704,1.1285125773350113,0.14342298821431515,14.758237984333217,0.3243273354618669,0.16495049723419822,0.4192100196033618,0.12689030114545574,1.009719182235888,1.100899433137016,12.833515410685584,0.3125521518594857,2.8548330632760996,0.4692900510843693,0.7769767872144364
v29_4-cmaes-phase2-it03-cand09,3,8,31545.129,28739.0,13912.0,14310.0,11.174199999999999,55.870999999999995,1.1816276251725675,3.4,0.0241348941388683,0.6676048133065825,0.9875418992712466,0.14227985054875944,15.228132062800555,0.34219254262873017,0.15609589771807514,0.2850611735328029,0.16571260264011028,1.0399425186334068,1.066225020490108,12.1964579089113,0.2638805564336871,3.0467499154031716,0.6648859688716424,0.6965523231131519
v29_4-cmaes-phase2-it03-cand10,3,9,31543.925000000003,28728.0,13869.0,14357.0,11.094999999999999,55.474999999999994,1.1446870301392198,2.542761342780381,0.027360153037913292,0.7081339534097093,1.1451868277483261,0.11377608076653642,14.790987984302866,0.379833298386209,0.11348821278009713,0.36811852153163355,0.13974568416217745,1.0429791645584563,1.2129185387201635,11.918400075390537,0.22320426873627625,3.003269766104728,0.6184490244622431,0.6840466288715366
v29_4-cmaes-phase2-it03-cand06,3,10,31402.49625,28618.5,13791.5,14209.5,11.580749999999998,57.90374999999999,1.1088395930113915,2.696976429371677,0.026740857214719256,0.618953449019256,1.0864497618390752,0.17586126578374386,14.70060833790932,0.3140958705599994,0.13257780522101625,0.2733441992238975,0.16065568324182905,1.0525174020554873,1.0911061229177106,13.617274533992504,0.2383211589391194,3.447234184548936,0.5670910847518914,0.9397929201057748
v29_4-cmaes-phase2-it03-cand11,3,11,31318.2425,28535.5,13676.5,14200.5,11.471499999999999,57.357499999999995,1.158165058623042,3.229997477602217,0.02211537439387723,0.6870109816699871,1.0257386786177223,0.12588684857941793,15.101483683991471,0.32874126289499006,0.18,0.3008948036860903,0.16058196702092098,1.0200182309114343,1.1403450455357464,12.780234071882179,0.23832352274787502,2.9656406940295414,0.5629596291400442,0.8690819152534799
v29_4-cmaes-phase2-it03-cand07,3,12,30671.17025,27977.5,14174.5,13741.5,10.92595,54.62975,1.2774557155313582,3.063632755727013,0.015541447597243652,0.6433694954300677,1.160966879385583,0.1306785306892992,14.780877716447538,0.39762949518707896,0.14547987235917115,0.3817035460072076,0.14265224047312772,1.0198673691488234,1.187563290982681,12.552491770103321,0.2724413650282771,3.4963766238571763,0.5489604336762943,0.8896582305254629
v29_4-cmaes-phase2-it04-cand11,4,1,31787.068750000002,28977.5,14150.5,14319.5,10.86625,54.331250000000004,1.1691945761790972,3.0319408266904,0.02737858724010156,0.6136931153179683,1.2256855362611996,0.14173804640302182,14.7045325063098,0.3397818585543809,0.15054726128487597,0.3442197565204483,0.15837757311925396,1.0269131641498839,1.1678722584477748,13.380849711417909,0.2755533989695821,3.5362186230634696,0.5624177756777143,0.9656269669951819
v29_4-cmaes-phase2-it04-cand06,4,2,31736.27625,28916.0,14025.0,14376.0,10.98475,54.92375,1.0925854465777856,2.9124247868637023,0.033091404973066,0.6594314931261259,1.2419864711797957,0.12947574294549724,14.524329522481812,0.3436739613396387,0.17980387661786962,0.3169230606601155,0.13306319593195132,1.0491342652826283,1.0659853771180197,12.597509393684183,0.22285294336862943,2.8733902645120817,0.5322919871813986,1.022212203797821
v29_4-cmaes-phase2-it04-cand01,4,3,31695.980750000002,28910.0,14083.0,14207.0,11.08385,55.41925,1.2032540456194656,3.1275211988288674,0.024127652569506185,0.6853886113461601,1.1476186722533597,0.13521473912037527,14.29539165328701,0.3342726760589291,0.18,0.2675103338906285,0.1359446137131913,1.0663902763621007,1.1614678577443478,12.734990076812243,0.252695745045621,4.080992364450189,0.40361451609598425,0.8847749069685854
v29_4-cmaes-phase2-it04-cand03,4,4,31590.984,28784.0,13925.0,14317.0,11.2832,56.416000000000004,1.1975283226953821,2.7126687145964077,0.026159285247185738,0.6890826035807406,1.19288613699951,0.1261721240459579,14.53565289055927,0.36982661854770277,0.16337937920816845,0.28163098028977546,0.1469233830772408,1.058096620148525,1.1037154685498594,12.510755706245273,0.29187092775864415,3.3480008670203176,0.39633965708452645,0.9449227935500547
v29_4-cmaes-phase2-it04-cand09,4,5,31576.46425,28768.5,13941.5,14318.5,11.14715,55.735749999999996,1.174448552423059,2.934215149460923,0.027043319490666944,0.6433910356669248,1.0788482722987855,0.11585053478371167,14.6145212620434,0.36455106799504755,0.14569605772752955,0.32855590284128583,0.1750845964821356,0.998835668595436,1.1877857277263115,13.782442085681218,0.26208416830474945,3.3992942490403824,0.5568033918551104,0.9359450534196696
v29_4-cmaes-phase2-it04-cand10,4,6,31559.206749999998,28772.5,13881.5,14230.5,11.87865,59.39325,1.2434143183438076,2.8835976821175464,0.03549706887412798,0.6305674763944321,1.0420767953553305,0.13993533123868696,14.960570305095912,0.331309864153262,0.1519942827548936,0.30517467493375167,0.14239154017958489,1.0348609530687465,1.135041775099038,13.236226266927385,0.2603804472563489,3.060699420078008,0.43769954991541804,0.8312114331189528
v29_4-cmaes-phase2-it04-cand00,4,7,31411.591500000002,28623.5,13732.5,14248.5,12.3217,61.6085,1.3079974666406347,3.046066163089232,0.030763233398227487,0.676119474991217,1.1962206216990021,0.0979524618650523,14.872809652655782,0.31982056462138714,0.14285330359775875,0.2566055984052207,0.14052242896153241,1.038878908387549,1.103490478482266,13.804911127892101,0.17837412820672355,2.580134203225119,0.4680906797809434,0.7166058444175512
v29_4-cmaes-phase2-it04-cand08,4,8,31410.5975,28628.5,13737.5,14210.5,12.000499999999999,60.0025,1.2353861819016096,2.983901644869845,0.028513879805962206,0.6246655711597597,1.045574249723813,0.1543508901572012,14.688007232456833,0.35275174946930343,0.15286838886221504,0.44455899248636754,0.12209269702536987,1.0212421044353444,1.0917862865249746,12.20747068819047,0.2791087443955846,2.5840093074379173,0.47501903893272057,0.9179627165775895
v29_4-cmaes-phase2-it04-cand05,4,9,31406.042500000003,28618.5,13727.5,14224.5,11.471499999999999,57.357499999999995,1.1081088376885115,3.11244167630957,0.028922437248456834,0.6804442112775859,1.2529104476839412,0.10180419284832384,14.452262261859662,0.3304117616271598,0.1646662073777272,0.31869776558001284,0.14251365165509558,1.0357833602482827,1.1897024675233039,13.399647975648461,0.24132902741471507,2.223543670457282,0.5136586219383784,0.9802905883130075
v29_4-cmaes-phase2-it04-cand02,4,10,31355.8135,28563.0,13800.0,14265.0,12.037299999999998,60.186499999999995,1.3063887205540132,3.0233697642892117,0.020323851746667627,0.6357586331801783,1.2781338993010867,0.11503983521955774,14.812448518054094,0.3341061088465821,0.17092707325725573,0.34818155072265655,0.15396982012871452,0.9658633531136164,1.1066152459651164,14.597423549627859,0.30025446567410463,3.0768947620281475,0.44329733197831933,0.9137059033289587
v29_4-cmaes-phase2-it04-cand07,4,11,31341.042500000003,28556.5,13697.5,14209.5,11.471499999999999,57.357499999999995,1.0910047461041859,2.5607382532324605,0.023185805790302046,0.6922105599251192,1.0371897049711258,0.1135814574014512,14.734916964068109,0.32849591114531723,0.18,0.26084917898722215,0.15539443548680495,1.0101328529851485,1.0609208092677682,13.287020060012816,0.27403079468860475,3.1833961566333837,0.5371015763781097,0.9108975817419466
v29_4-cmaes-phase2-it04-cand04,4,12,31316.69675,28537.0,13678.0,14209.0,12.420649999999998,62.10324999999999,1.3589985446924158,2.9791374261699772,0.02554863304884771,0.6706786086232848,1.135102985682489,0.12909726749333494,14.297850496213123,0.33939926087316014,0.1684866044572669,0.37315369161304396,0.15488128387175867,0.9960774641070722,1.0841904574371486,13.249622187163837,0.25245654224143715,2.7995597344164684,0.7112028490049931,0.9325479676699121
v29_4-cmaes-phase2-it05-cand00,5,1,31735.38075,28953.0,14062.0,14189.0,11.08385,55.41925,1.226047206952657,2.8970542228103153,0.03405318708855503,0.6935594845257785,1.1959416974819301,0.130195441325005,14.954001192021739,0.30026268467100103,0.16378886949849739,0.3513692530491832,0.1735212491782659,1.0581422806088416,1.1179560281214662,13.092928488047066,0.22204839263516088,3.1204495500530127,0.4491983090651504,0.8319556461194539
