day,timestamp,abs_timestamp,submitted_orders,executed_fills,conversions,cash_total,unrealized_total,total_pnl,positions_total_abs,stdout,error
-2,3400,-1996600,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 4988",
-2,3500,-1996500,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 7x 4988",
-2,3600,-1996400,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 7x 4988",
-2,3700,-1996300,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 11x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 7x 4988",
-2,3800,-1996200,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 3
SELL 11x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 8x 4988",
-2,3900,-1996100,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 14x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 4989",
-2,4000,-1996000,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 6x 4989",
-2,4100,-1995900,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 12x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4989",
-2,4200,-1995800,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 11x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4988",
-2,4300,-1995700,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 13x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 9x 4988",
-2,4400,-1995600,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 11x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 6x 4988",
-2,4500,-1995500,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 12x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4988",
-2,4600,-1995400,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 11x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4988",
-2,4700,-1995300,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 11x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4987",
-2,4800,-1995200,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 14x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 7x 4987",
-2,4900,-1995100,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 15x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4987",
-2,5000,-1995000,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 15x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4988",
-2,5100,-1994900,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 11x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 4988",
-2,5200,-1994800,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 12x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 7x 4988",
-2,5300,-1994700,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 15x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 8x 4988",
-2,5400,-1994600,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 15x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4988",
-2,5500,-1994500,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 13x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4988",
-2,5600,-1994400,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 15x 9992
Acceptable price : 10
Buy Order depth : 3, Sell order depth : 2
SELL 6x 4994",
-2,5700,-1994300,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 12x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 7x 4989",
-2,5800,-1994200,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 15x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 9x 4988",
-2,5900,-1994100,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 3, Sell order depth : 2
SELL 8x 10000
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4988",
-2,6000,-1994000,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 9x 4988",
-2,6100,-1993900,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 11x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 6x 4987",
-2,6200,-1993800,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 12x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 8x 4988",
-2,6300,-1993700,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 13x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 6x 4988",
-2,6400,-1993600,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 13x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 7x 4988",
-2,6500,-1993500,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 13x 9992
Acceptable price : 10
Buy Order depth : 3, Sell order depth : 2
SELL 5x 4993",
-2,6600,-1993400,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 13x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 8x 4988",
-2,6700,-1993300,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 14x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 8x 4988",
-2,6800,-1993200,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 14x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 3
SELL 8x 4987",
-2,6900,-1993100,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 13x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 7x 4986",
-2,7000,-1993000,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 14x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4987",
-2,7100,-1992900,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 11x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 6x 4987",
-2,7200,-1992800,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 14x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 6x 4987",
-2,7300,-1992700,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 11x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 8x 4987",
-2,7400,-1992600,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 11x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 6x 4987",
-2,7500,-1992500,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 3
SELL 10x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 4987",
-2,7600,-1992400,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 13x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 8x 4987",
-2,7700,-1992300,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 13x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 4988",
-2,7800,-1992200,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 14x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 4988",
-2,7900,-1992100,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 13x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 6x 4988",
-2,8000,-1992000,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 15x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 4988",
-2,8100,-1991900,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 15x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 9x 4987",
-2,8200,-1991800,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 14x 9992
Acceptable price : 10
Buy Order depth : 3, Sell order depth : 2
SELL 5x 4994",
-2,8300,-1991700,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 14x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4987",
-2,8400,-1991600,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 6x 4987",
-2,8500,-1991500,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 12x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 5x 4988",
-2,8600,-1991400,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 13x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 9x 4988",
-2,8700,-1991300,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 6x 4987",
-2,8800,-1991200,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 13x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 4988",
-2,8900,-1991100,2,0,0,0.0,0.0,0.0,0,"traderData: 
Observations: {""conversionObservations"": {}, ""plainValueObservations"": {}}
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 12x 9992
Acceptable price : 10
Buy Order depth : 2, Sell order depth : 2
SELL 10x 4986",
