day,timestamp,abs_timestamp,product,best_bid,best_ask,mid_price,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,position,cash,mtm_pnl,submitted_order_count,submitted_orders,fill_count,filled_buy_qty,filled_sell_qty,filled_total_qty,market_trade_count,official_profit_and_loss
-2,1700,-1998300,TOMATOES,4993,5006,4999.5,4993,5,5006,5,0,0.0,0.0,1,,0,0,0,0,1,0.0
-2,1800,-1998200,EMERALDS,9992,10008,10000.0,9992,14,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,1800,-1998200,TOMATOES,4993,5006,4999.5,4993,7,5006,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,1900,-1998100,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,1900,-1998100,TOMATOES,4992,5005,4998.5,4992,7,5005,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2000,-1998000,EMERALDS,9992,10008,10000.0,9992,10,10008,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2000,-1998000,TOMATOES,4992,5005,4998.5,4992,10,5005,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2100,-1997900,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2100,-1997900,TOMATOES,4991,5005,4998.0,4991,10,5005,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2200,-1997800,EMERALDS,9992,10008,10000.0,9992,14,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2200,-1997800,TOMATOES,4991,5004,4997.5,4991,5,5004,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2300,-1997700,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2300,-1997700,TOMATOES,4991,5004,4997.5,4991,7,5004,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2400,-1997600,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2400,-1997600,TOMATOES,4991,5004,4997.5,4991,7,5004,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2500,-1997500,EMERALDS,10000,10008,10004.0,10000,8,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2500,-1997500,TOMATOES,4990,5003,4996.5,4990,9,5003,9,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2600,-1997400,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2600,-1997400,TOMATOES,4990,5003,4996.5,4990,8,5003,8,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2700,-1997300,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2700,-1997300,TOMATOES,4990,5003,4996.5,4990,5,5003,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2800,-1997200,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2800,-1997200,TOMATOES,4989,5002,4995.5,4989,8,5002,8,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2900,-1997100,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,2900,-1997100,TOMATOES,4990,5003,4996.5,4990,10,5003,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3000,-1997000,EMERALDS,9992,10008,10000.0,9992,12,10008,12,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3000,-1997000,TOMATOES,4989,5003,4996.0,4989,5,5003,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3100,-1996900,EMERALDS,9992,10008,10000.0,9992,12,10008,12,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3100,-1996900,TOMATOES,4989,5002,4995.5,4989,7,5002,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3200,-1996800,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3200,-1996800,TOMATOES,4988,5002,4995.0,4988,7,5002,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3300,-1996700,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3300,-1996700,TOMATOES,4988,4993,4990.5,4988,10,4993,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3400,-1996600,EMERALDS,9992,10008,10000.0,9992,10,10008,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3400,-1996600,TOMATOES,4988,5001,4994.5,4988,10,5001,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3500,-1996500,EMERALDS,9992,10008,10000.0,9992,10,10008,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3500,-1996500,TOMATOES,4988,5001,4994.5,4988,7,5001,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3600,-1996400,EMERALDS,9992,10008,10000.0,9992,10,10008,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3600,-1996400,TOMATOES,4988,5002,4995.0,4988,7,5002,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3700,-1996300,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3700,-1996300,TOMATOES,4988,5002,4995.0,4988,7,5002,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3800,-1996200,EMERALDS,9992,10000,9996.0,9992,11,10000,9,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3800,-1996200,TOMATOES,4988,5002,4995.0,4988,8,5002,8,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3900,-1996100,EMERALDS,9992,10008,10000.0,9992,14,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,3900,-1996100,TOMATOES,4989,5002,4995.5,4989,10,5002,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4000,-1996000,EMERALDS,9992,10008,10000.0,9992,10,10008,10,0,0.0,0.0,1,,0,0,0,0,1,0.0
-2,4000,-1996000,TOMATOES,4989,5002,4995.5,4989,6,5002,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4100,-1995900,EMERALDS,9992,10008,10000.0,9992,12,10008,12,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4100,-1995900,TOMATOES,4989,5002,4995.5,4989,5,5002,5,0,0.0,0.0,1,,0,0,0,0,1,0.0
-2,4200,-1995800,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4200,-1995800,TOMATOES,4988,5001,4994.5,4988,5,5001,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4300,-1995700,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4300,-1995700,TOMATOES,4988,5001,4994.5,4988,9,5001,9,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4400,-1995600,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4400,-1995600,TOMATOES,4988,5001,4994.5,4988,6,5001,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4500,-1995500,EMERALDS,9992,10008,10000.0,9992,12,10008,12,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4500,-1995500,TOMATOES,4988,5001,4994.5,4988,5,5001,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4600,-1995400,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4600,-1995400,TOMATOES,4988,5002,4995.0,4988,5,5002,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4700,-1995300,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4700,-1995300,TOMATOES,4987,5001,4994.0,4987,5,5001,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4800,-1995200,EMERALDS,9992,10008,10000.0,9992,14,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4800,-1995200,TOMATOES,4987,5001,4994.0,4987,7,5001,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4900,-1995100,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,4900,-1995100,TOMATOES,4987,5000,4993.5,4987,5,5000,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5000,-1995000,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5000,-1995000,TOMATOES,4988,5001,4994.5,4988,5,5001,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5100,-1994900,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5100,-1994900,TOMATOES,4988,5001,4994.5,4988,10,5001,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5200,-1994800,EMERALDS,9992,10008,10000.0,9992,12,10008,12,0,0.0,0.0,1,,0,0,0,0,1,0.0
-2,5200,-1994800,TOMATOES,4988,5001,4994.5,4988,7,5001,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5300,-1994700,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5300,-1994700,TOMATOES,4988,5002,4995.0,4988,8,5002,8,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5400,-1994600,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5400,-1994600,TOMATOES,4988,5002,4995.0,4988,5,5002,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5500,-1994500,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5500,-1994500,TOMATOES,4988,5002,4995.0,4988,5,5002,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5600,-1994400,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5600,-1994400,TOMATOES,4994,5002,4998.0,4994,6,5002,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5700,-1994300,EMERALDS,9992,10008,10000.0,9992,12,10008,12,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5700,-1994300,TOMATOES,4989,5002,4995.5,4989,7,5002,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5800,-1994200,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5800,-1994200,TOMATOES,4988,5002,4995.0,4988,9,5002,9,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5900,-1994100,EMERALDS,10000,10008,10004.0,10000,8,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,5900,-1994100,TOMATOES,4988,5002,4995.0,4988,5,5002,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6000,-1994000,EMERALDS,9992,10008,10000.0,9992,10,10008,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6000,-1994000,TOMATOES,4988,5001,4994.5,4988,9,5001,9,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6100,-1993900,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6100,-1993900,TOMATOES,4987,5001,4994.0,4987,6,5001,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6200,-1993800,EMERALDS,9992,10008,10000.0,9992,12,10008,12,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6200,-1993800,TOMATOES,4988,5001,4994.5,4988,8,5001,8,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6300,-1993700,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6300,-1993700,TOMATOES,4988,5001,4994.5,4988,6,5001,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6400,-1993600,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6400,-1993600,TOMATOES,4988,5001,4994.5,4988,7,5001,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6500,-1993500,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6500,-1993500,TOMATOES,4993,5001,4997.0,4993,5,5001,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6600,-1993400,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6600,-1993400,TOMATOES,4988,5001,4994.5,4988,8,5001,8,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6700,-1993300,EMERALDS,9992,10008,10000.0,9992,14,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6700,-1993300,TOMATOES,4988,5001,4994.5,4988,8,5001,8,0,0.0,0.0,1,,0,0,0,0,1,0.0
-2,6800,-1993200,EMERALDS,9992,10008,10000.0,9992,14,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6800,-1993200,TOMATOES,4987,4992,4989.5,4987,8,4992,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6900,-1993100,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,6900,-1993100,TOMATOES,4986,5000,4993.0,4986,7,5000,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7000,-1993000,EMERALDS,9992,10008,10000.0,9992,14,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7000,-1993000,TOMATOES,4987,5000,4993.5,4987,5,5000,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7100,-1992900,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7100,-1992900,TOMATOES,4987,5000,4993.5,4987,6,5000,6,0,0.0,0.0,1,,0,0,0,0,1,0.0
-2,7200,-1992800,EMERALDS,9992,10008,10000.0,9992,14,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7200,-1992800,TOMATOES,4987,5000,4993.5,4987,6,5000,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7300,-1992700,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7300,-1992700,TOMATOES,4987,5001,4994.0,4987,8,5001,8,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7400,-1992600,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7400,-1992600,TOMATOES,4987,5000,4993.5,4987,6,5000,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7500,-1992500,EMERALDS,9992,10000,9996.0,9992,10,10000,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7500,-1992500,TOMATOES,4987,5001,4994.0,4987,10,5001,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7600,-1992400,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7600,-1992400,TOMATOES,4987,5001,4994.0,4987,8,5001,8,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7700,-1992300,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7700,-1992300,TOMATOES,4988,5001,4994.5,4988,10,5001,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7800,-1992200,EMERALDS,9992,10008,10000.0,9992,14,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7800,-1992200,TOMATOES,4988,5001,4994.5,4988,10,5001,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7900,-1992100,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,7900,-1992100,TOMATOES,4988,5001,4994.5,4988,6,5001,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8000,-1992000,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8000,-1992000,TOMATOES,4988,5001,4994.5,4988,10,5001,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8100,-1991900,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8100,-1991900,TOMATOES,4987,5001,4994.0,4987,9,5001,9,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8200,-1991800,EMERALDS,9992,10008,10000.0,9992,14,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8200,-1991800,TOMATOES,4994,5001,4997.5,4994,5,5001,9,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8300,-1991700,EMERALDS,9992,10008,10000.0,9992,14,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8300,-1991700,TOMATOES,4987,5000,4993.5,4987,5,5000,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8400,-1991600,EMERALDS,9992,10008,10000.0,9992,10,10008,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8400,-1991600,TOMATOES,4987,5001,4994.0,4987,6,5001,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8500,-1991500,EMERALDS,9992,10008,10000.0,9992,12,10008,12,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8500,-1991500,TOMATOES,4988,5002,4995.0,4988,5,5002,5,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8600,-1991400,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8600,-1991400,TOMATOES,4988,5002,4995.0,4988,9,5002,9,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8700,-1991300,EMERALDS,9992,10008,10000.0,9992,10,10008,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8700,-1991300,TOMATOES,4987,5001,4994.0,4987,6,5001,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8800,-1991200,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8800,-1991200,TOMATOES,4988,5001,4994.5,4988,10,5001,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8900,-1991100,EMERALDS,9992,10008,10000.0,9992,12,10008,12,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,8900,-1991100,TOMATOES,4986,5000,4993.0,4986,10,5000,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9000,-1991000,EMERALDS,9992,10008,10000.0,9992,10,10008,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9000,-1991000,TOMATOES,4987,5000,4993.5,4987,9,5000,9,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9100,-1990900,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9100,-1990900,TOMATOES,4988,5001,4994.5,4988,10,5001,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9200,-1990800,EMERALDS,9992,10008,10000.0,9992,10,10008,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9200,-1990800,TOMATOES,4987,5001,4994.0,4987,7,5001,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9300,-1990700,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9300,-1990700,TOMATOES,4993,5001,4997.0,4993,5,5001,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9400,-1990600,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9400,-1990600,TOMATOES,4987,5000,4993.5,4987,8,5000,8,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9500,-1990500,EMERALDS,9992,10008,10000.0,9992,12,10008,12,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9500,-1990500,TOMATOES,4986,5000,4993.0,4986,6,5000,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9600,-1990400,EMERALDS,9992,10008,10000.0,9992,10,10008,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9600,-1990400,TOMATOES,4992,5000,4996.0,4992,3,5000,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9700,-1990300,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9700,-1990300,TOMATOES,4986,5000,4993.0,4986,7,5000,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9800,-1990200,EMERALDS,9992,10008,10000.0,9992,15,10008,15,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9800,-1990200,TOMATOES,4986,5000,4993.0,4986,6,5000,6,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9900,-1990100,EMERALDS,9992,10008,10000.0,9992,14,10008,14,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,9900,-1990100,TOMATOES,4987,5001,4994.0,4987,10,5001,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,10000,-1990000,EMERALDS,9992,10008,10000.0,9992,11,10008,11,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,10000,-1990000,TOMATOES,4987,5001,4994.0,4987,10,5001,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,10100,-1989900,EMERALDS,9992,10008,10000.0,9992,10,10008,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,10100,-1989900,TOMATOES,4992,5001,4996.5,4992,6,5001,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,10200,-1989800,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,10200,-1989800,TOMATOES,4987,5001,4994.0,4987,7,5001,7,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,10300,-1989700,EMERALDS,9992,10008,10000.0,9992,13,10008,13,0,0.0,0.0,1,,0,0,0,0,0,0.0
-2,10300,-1989700,TOMATOES,4987,5001,4994.0,4987,10,5001,10,0,0.0,0.0,1,,0,0,0,0,0,0.0
