candidate_id,iteration,rank,objective,total,tomatoes_total,min_day_total,avg_inventory,inventory_penalty,CLASS:TomatoesBot.ALPHA_BLEND_WEIGHT,CLASS:TomatoesBot.FAIR_ALPHA_WEIGHT,CLASS:TomatoesBot.INVENTORY_SKEW,CLASS:TomatoesBot.BASE_QUOTE_EDGE,CLASS:TomatoesBot.BASE_TAKE_EDGE,CLASS:TomatoesBot.FIT_THRESHOLD,CLASS:TomatoesBot.TREND_EDGE_THRESHOLD,CLASS:TomatoesBot.PASSIVE_SIZE,CLASS:TomatoesBot.MAX_TAKE_SIZE
v51-1-exec-it00-cand02,0,10,25531.6405,23254.0,8385.0,11472.0,3.3518999999999997,16.7595,0.28902057202335857,0.3634691594196774,0.046635581977467,2.0353528530868457,0.79137479792534,0.43857208654036606,0.911582713934161,6.845717317893405,9.40258631586629
v51-1-exec-it01-cand06,1,1,26636.39225,24259.0,9390.0,11979.0,3.6815499999999997,18.40775,0.2855346364832805,0.34594910961892245,0.04457006575207035,2.096578523838645,0.8204082125581693,0.4189591386338823,0.9604581558372772,8.16185554620908,10.447369929271344
v51-1-exec-it01-cand07,1,2,26496.05475,24123.0,9254.0,11956.0,3.62905,18.14525,0.2678421930104864,0.3372586702007376,0.043084219076722594,2.062306098662833,0.8374949878664519,0.4286496879264344,0.9743969944993152,8.654355841142994,9.589870208063966
v51-1-exec-it01-cand03,1,3,26478.822,24116.0,9247.0,11905.0,3.6356,18.178,0.28435891203865543,0.3371150815930242,0.045307135074132476,2.0628569328737414,0.8140716434627023,0.42721011610142623,0.9461450725130133,8.402006110741448,8.0
v51-1-exec-it01-cand00,1,4,26408.882,24052.0,9183.0,11875.0,3.6235999999999997,18.118,0.28168005700971444,0.3522037267134188,0.04343612696466084,2.0754182988752734,0.8478425827240428,0.4249675954124635,0.9815592554583581,8.674842448399312,9.93621938419928
v51-1-exec-it01-cand08,1,5,26194.412500000002,23845.0,8976.0,11832.0,3.3975,16.9875,0.28244787800764715,0.31904315290475166,0.03941633522698238,2.0761406976692482,0.8336661289042554,0.4288197129597804,0.9185578245926321,7.316862523480231,9.289404122741146
v51-1-exec-it01-cand09,1,6,26146.332000000002,23793.0,8924.0,11851.0,3.3736,16.868000000000002,0.2782606498421827,0.31473538812426927,0.043108596430563584,2.059106651914058,0.8574488323712814,0.42950548502951824,0.9501566146082182,7.44220851340029,8.505532739317612
v51-1-exec-it01-cand04,1,7,26138.30825,23794.0,8925.0,11808.0,3.4583500000000003,17.29175,0.26293195468581904,0.3253093404166123,0.04157784268756462,2.0489230859795655,0.8073066283452635,0.41003118404715627,0.9402082686257569,7.683478286477777,10.03974805710771
v51-1-exec-it01-cand05,1,8,26092.969,23758.0,8889.0,11762.0,3.4862,17.431,0.2935458458850589,0.3467772501303613,0.04484163683278516,2.0498651518810425,0.8314251460910925,0.4154985900689632,0.9639923426826622,7.929798474033947,10.53922280068783
v51-1-exec-it01-cand02,1,9,26029.34975,23704.0,8835.0,11712.0,3.41005,17.05025,0.271772564742801,0.32228192850048676,0.04172059115525711,2.0509805891245665,0.8219740170649368,0.41160913772568997,0.9896637901584839,7.589003896489604,9.1842128677613
v51-1-exec-it01-cand01,1,10,26013.35775,23682.0,8813.0,11744.0,3.4884500000000003,17.44225,0.28560432208569364,0.34024731038874106,0.04425472969682049,2.029330943496605,0.8183548162543164,0.40797516037652587,0.957863185158186,7.939677592760276,9.426613106206444
v51-1-exec-it02-cand00,2,1,26583.3685,24213.0,9344.0,11944.0,3.6863,18.4315,0.28880284094085157,0.3309799584837817,0.04564882337212626,2.0542927492000036,0.8037946148940448,0.4348622318048697,0.9463969717773554,8.163943740551627,10.224146998595785
v51-1-exec-it02-cand09,2,2,26560.584,24191.0,9322.0,11940.0,3.6832000000000003,18.416,0.28167322852760024,0.34789686707643164,0.0422616672005509,2.070888693369564,0.8157294298131608,0.4210954709170089,0.9760527046407975,8.104540656295926,12.0
v51-1-exec-it02-cand04,2,3,26530.207499999997,24161.0,9292.0,11938.0,3.6784999999999997,18.3925,0.27244032737638885,0.33310457075600025,0.04551165516038555,2.057991397947633,0.8207837211020637,0.4070326448988243,0.9524333504131395,8.172722225252839,9.897963239282815
v51-1-exec-it02-cand01,2,4,26515.332,24152.0,9283.0,11908.0,3.6536,18.268,0.2808577101756834,0.34125328746670097,0.04389218519676384,2.059237004307527,0.8190272645029069,0.4364949158313544,0.9781098789995677,8.311984317169829,11.106180362553012
v51-1-exec-it02-cand02,2,5,26503.964,24131.0,9262.0,11956.0,3.6471999999999998,18.235999999999997,0.28723768655625753,0.33453073005985706,0.04259365441765902,2.0456020748774466,0.8273302571867082,0.4159800157747396,0.9684461892881318,8.34774412812316,10.587212035750138
v51-1-exec-it02-cand08,2,6,26480.33975,24116.0,9247.0,11911.0,3.57205,17.86025,0.2938889954774119,0.3396894090505312,0.04663856679243389,2.066307294767475,0.8296879225505167,0.43769468299476494,0.9809368544590857,8.155544075774143,9.482268406058166
v51-1-exec-it02-cand05,2,7,26211.576250000002,23863.0,8994.0,11831.0,3.52475,17.62375,0.2642804732643817,0.35153789424027654,0.04522403236051587,2.063209929807641,0.7820970769573619,0.4254448051056994,0.9583417276917092,7.948534378872202,10.009442955121227
v51-1-exec-it02-cand06,2,8,26119.98675,23784.0,8915.0,11766.0,3.44265,17.21325,0.29220748400897173,0.34043192233706565,0.04588430725252719,2.0675546349679754,0.8285899938604151,0.4189438739772981,0.9641115719257353,7.959148164111379,8.941788100205795
v51-1-exec-it02-cand07,2,9,26117.4195,23781.0,8912.0,11769.0,3.4760999999999997,17.380499999999998,0.2761448699637175,0.35514866209479334,0.0485624216867676,2.073860858784249,0.8241635141013732,0.4319982963224951,0.9448286154200004,7.774097809356035,8.275006579418484
v51-1-exec-it02-cand03,2,10,26029.196249999997,23700.0,8831.0,11733.0,3.48075,17.40375,0.28164778105451455,0.33750716784286094,0.04476475887509137,2.0412484781019447,0.8179916858768741,0.41724129557984146,0.9566266361672926,7.945021250455055,9.03712003435668
v51-1-exec-it03-cand06,3,1,26620.56025,24239.0,9370.0,11999.0,3.64795,18.23975,0.28157491770603593,0.34661204665133194,0.047653961260610236,2.067605525799912,0.8025332298362133,0.41108730047903075,0.954210570590857,8.244895983700317,11.131370140340985
v51-1-exec-it03-cand02,3,2,26617.76775,24236.0,9367.0,12001.0,3.68645,18.43225,0.2788886464983565,0.3275619281241968,0.0432916425157518,2.0703582791102173,0.8196064696658377,0.43187271348467815,0.9562484062138221,8.227345876867945,9.071902778622745
v51-1-exec-it03-cand04,3,3,26590.185250000002,24213.0,9344.0,11977.0,3.64295,18.21475,0.2755353912981995,0.33586766847857985,0.04711544043312447,2.0628269668785437,0.7972436123915903,0.4120466479736453,0.9573491787391556,8.052625706254513,10.161266339120436
v51-1-exec-it03-cand01,3,4,26589.6105,24215.0,9346.0,11964.0,3.6379,18.189500000000002,0.29301998693639447,0.34650525744126487,0.0454244921525574,2.0760876802817063,0.8214184644382035,0.41135867447610136,0.9360641115065191,8.333108822805826,10.035632532088268
v51-1-exec-it03-cand00,3,5,26584.83475,24212.0,9343.0,11956.0,3.67305,18.36525,0.29181578460451235,0.3281740728266338,0.04208976539317081,2.0530046488185225,0.8057243826535487,0.4223318560640384,0.9448036318241668,8.163306195854453,10.301835539049197
v51-1-exec-it03-cand09,3,6,26555.792250000002,24187.0,9318.0,11936.0,3.6815499999999997,18.40775,0.28048106376642196,0.34557972498712436,0.04247001792898414,2.0709703295814226,0.8132311753477612,0.4179579582749822,0.966942864402947,8.119051994681938,10.607046088257032
v51-1-exec-it03-cand08,3,7,26528.788500000002,24157.0,9288.0,11951.0,3.6823,18.4115,0.2715727391800153,0.3315152447058899,0.04426758564635143,2.0570931495270273,0.817277929948008,0.4031340254964122,0.9655633857532547,8.166915147387702,10.736983292682273
v51-1-exec-it03-cand07,3,8,26527.85875,24156.0,9287.0,11950.0,3.62825,18.14125,0.29319463063377454,0.3429784795630847,0.04604412419293127,2.0570190785397693,0.8260146040771531,0.4361702698334931,0.9574625990299223,8.03121089948552,10.839291683068257
v51-1-exec-it03-cand03,3,9,26526.5965,24160.0,9291.0,11925.0,3.6807,18.4035,0.28362406288260184,0.33504598247576634,0.04614567986942197,2.0536954652797825,0.8062397289209843,0.41734968308332465,0.9491122123317346,8.405266272483248,11.299998749303303
v51-1-exec-it03-cand05,3,10,26115.4335,23775.0,8906.0,11790.0,3.5133,17.5665,0.281507904981455,0.35039197395739585,0.04252692011304621,2.053339889569267,0.8061930730017227,0.41930895972106724,0.9543211249109904,7.671571258078783,11.15334785140591
v51-1-exec-it04-cand06,4,1,26695.784499999998,24313.0,9444.0,12008.0,3.7631,18.8155,0.2667628572003196,0.3325609292643899,0.04514586966259889,2.0660764380636607,0.8322715145413894,0.4237696448117624,0.956682642741183,9.016860480396806,10.248229699496507
v51-1-exec-it04-cand04,4,2,26627.53825,24254.0,9385.0,11960.0,3.6923500000000002,18.461750000000002,0.28172659226389446,0.330112099548553,0.04572755662327039,2.0797768316661776,0.8051475182365927,0.4215997998038089,0.9762228805230804,8.291836107530802,10.632511139837987
v51-1-exec-it04-cand01,4,3,26596.309250000002,24221.0,9352.0,11967.0,3.61815,18.09075,0.27373390983709783,0.3442313020459989,0.04658932399440409,2.0730758305793913,0.8250940884638684,0.42510930116716805,0.9617864458515326,8.51987380945318,11.498067060367143
v51-1-exec-it04-cand02,4,4,26589.287249999998,24213.0,9344.0,11974.0,3.70255,18.51275,0.28284515923818604,0.34355958339186016,0.04256925632481081,2.0701810311716047,0.8016108543108778,0.4292560722046689,0.9599685265294133,8.200538889285342,9.539554176527158
v51-1-exec-it04-cand08,4,5,26582.7665,24211.0,9342.0,11951.0,3.6867,18.433500000000002,0.294034284382943,0.3463032908301679,0.04499508791721573,2.0802466120798604,0.8174483620156856,0.42859260603230354,0.9750385606312436,8.337019646620114,10.628796977494495
v51-1-exec-it04-cand05,4,6,26579.0115,24198.0,9329.0,11996.0,3.6376999999999997,18.188499999999998,0.27713380453138864,0.324495478006903,0.04387313105687364,2.074097989714201,0.8399807970116765,0.4382693206488345,0.9469358412956045,8.638036703297738,9.75842195135399
v51-1-exec-it04-cand00,4,7,26565.33875,24191.0,9322.0,11963.0,3.65225,18.26125,0.27834813043105394,0.329394471236879,0.04351997342252082,2.060956507812346,0.8193780157165387,0.4171627956929461,0.9698548304424764,8.241459321728643,10.774583941571006
v51-1-exec-it04-cand07,4,8,26532.42475,24162.0,9293.0,11943.0,3.6350499999999997,18.17525,0.27740090004162427,0.34695426602532764,0.048366789996696614,2.047047979613815,0.8016113498026338,0.43481031684002386,0.958105317152943,8.295201076600751,12.0
v51-1-exec-it04-cand03,4,9,26268.862999999998,23920.0,9051.0,11833.0,3.5473999999999997,17.737,0.2663303294476283,0.3417842757943582,0.04134746679755604,2.0715159304005595,0.8014238901874415,0.4325709741783316,0.954488797431734,7.841933648190003,10.679363985881192
v51-1-exec-it04-cand09,4,10,26062.852750000002,23730.0,8861.0,11751.0,3.46945,17.347250000000003,0.2886990809724202,0.34112326338875154,0.04475978436626366,2.056369921042426,0.8342286502960746,0.42493851993457055,0.9667534026438355,7.956524469547836,10.633927958326577
